step,train_loss,val_ppl,lr
100,55.87478542327881,,1.785000e-05
200,38.04058074951172,,3.270000e-05
300,32.90859889984131,,4.755000e-05
400,28.820705890655518,,6.240000e-05
500,24.531081676483154,,7.725000e-05
600,20.799772262573242,,9.210000e-05
700,17.90194272994995,,1.069500e-04
800,15.670762777328491,,1.218000e-04
900,13.366604089736938,,1.366500e-04
1000,12.343377113342285,,1.515000e-04
1100,10.827166080474854,,1.663500e-04
1200,10.199594736099243,,1.812000e-04
1300,9.804132461547852,,1.960500e-04
1400,9.396671772003174,,2.109000e-04
1500,9.235322713851929,,2.257500e-04
1600,9.290588617324829,,2.406000e-04
1700,8.483860731124878,,2.554500e-04
1800,8.641079187393188,,2.703000e-04
1900,8.395682573318481,,2.851500e-04
2000,8.333184480667114,,3.000000e-04
2100,8.062541723251343,,2.999993e-04
2200,8.226372361183167,,2.999970e-04
2300,8.14759349822998,,2.999933e-04
2400,7.88742458820343,,2.999881e-04
2500,7.9121434688568115,,2.999814e-04
2600,7.932943105697632,,2.999732e-04
2700,7.7939465045928955,,2.999635e-04
2800,7.74212646484375,,2.999523e-04
2900,7.779170513153076,,2.999397e-04
3000,7.4789934158325195,,2.999255e-04
3100,7.539370894432068,,2.999099e-04
3200,7.417608737945557,,2.998927e-04
3300,7.568553328514099,,2.998741e-04
3400,7.342830181121826,,2.998540e-04
3500,7.234054923057556,,2.998324e-04
3600,7.2252196073532104,,2.998093e-04
3700,7.118426561355591,,2.997847e-04
3800,7.0583882331848145,,2.997587e-04
3900,6.824299454689026,,2.997311e-04
4000,6.804794788360596,,2.997021e-04
4100,6.693100929260254,,2.996716e-04
4200,6.377331972122192,,2.996395e-04
4300,6.446648955345154,,2.996060e-04
4400,6.4695563316345215,,2.995711e-04
4500,6.40916645526886,,2.995346e-04
4600,6.443169355392456,,2.994966e-04
4700,6.407949686050415,,2.994572e-04
4800,6.2559263706207275,,2.994163e-04
4900,6.1122167110443115,,2.993739e-04
5000,6.301438927650452,,2.993300e-04
5000,6.301438927650452,420.5743,2.993300e-04
5100,6.143886923789978,,2.992846e-04
5200,6.039555788040161,,2.992377e-04
5300,6.081170678138733,,2.991894e-04
5400,6.0306349992752075,,2.991396e-04
5500,5.926908612251282,,2.990883e-04
5600,5.930027484893799,,2.990355e-04
5700,5.807289958000183,,2.989812e-04
5800,5.838709473609924,,2.989255e-04
5900,5.850534558296204,,2.988683e-04
6000,5.695129871368408,,2.988096e-04
6100,5.855983376502991,,2.987494e-04
6200,5.730826258659363,,2.986877e-04
6300,5.871440052986145,,2.986246e-04
6400,5.737535834312439,,2.985600e-04
6500,5.704325556755066,,2.984939e-04
6600,5.671108245849609,,2.984263e-04
6700,5.597450375556946,,2.983573e-04
6800,5.513682842254639,,2.982868e-04
6900,5.409857153892517,,2.982148e-04
7000,5.397852540016174,,2.981414e-04
7100,5.313140392303467,,2.980664e-04
7200,5.56028938293457,,2.979900e-04
7300,5.311829209327698,,2.979122e-04
7400,5.276386618614197,,2.978329e-04
7500,5.386231899261475,,2.977521e-04
7600,5.233001112937927,,2.976698e-04
7700,5.050753593444824,,2.975861e-04
7800,5.4209184646606445,,2.975009e-04
7900,5.118357181549072,,2.974142e-04
8000,5.157182455062866,,2.973261e-04
8100,5.230237245559692,,2.972365e-04
8200,5.166918635368347,,2.971454e-04
8300,5.096020340919495,,2.970529e-04
8400,4.980978488922119,,2.969590e-04
8500,5.013102412223816,,2.968635e-04
8600,5.0010634660720825,,2.967666e-04
8700,5.22592306137085,,2.966683e-04
8800,5.070912837982178,,2.965685e-04
8900,5.170218229293823,,2.964673e-04
9000,4.932160019874573,,2.963645e-04
9100,5.118448853492737,,2.962604e-04
9200,4.905441880226135,,2.961548e-04
9300,4.877897024154663,,2.960477e-04
9400,4.758350133895874,,2.959392e-04
9500,4.712262153625488,,2.958292e-04
9600,4.8973894119262695,,2.957178e-04
9700,4.907270669937134,,2.956050e-04
9800,4.577820062637329,,2.954907e-04
9900,4.959960460662842,,2.953749e-04
10000,4.632013559341431,,2.952578e-04
10000,4.632013559341431,96.0514,2.952578e-04
10100,4.693447947502136,,2.951391e-04
