step,train_loss,val_ppl,lr
26400,3.7529813051223755,,2.578586e-04
26500,3.7755398750305176,,2.575305e-04
26600,3.5744380354881287,,2.572013e-04
26700,3.7448291182518005,,2.568710e-04
26800,3.6226425170898438,,2.565397e-04
26900,3.7358832359313965,,2.562074e-04
27000,3.7252211570739746,,2.558740e-04
27100,3.6436192989349365,,2.555395e-04
27200,3.6642231345176697,,2.552041e-04
27300,3.571999490261078,,2.548676e-04
27400,3.6553919315338135,,2.545301e-04
27500,3.7884714007377625,,2.541915e-04
27600,3.655949592590332,,2.538520e-04
27700,3.4984562397003174,,2.535114e-04
27800,3.643015146255493,,2.531698e-04
27900,3.5060230493545532,,2.528272e-04
28000,3.5303847789764404,,2.524836e-04
28100,3.6637033820152283,,2.521390e-04
28200,3.5173057317733765,,2.517934e-04
28300,3.4878222346305847,,2.514468e-04
28400,3.567158281803131,,2.510992e-04
28500,3.534857451915741,,2.507507e-04
28600,3.5970965027809143,,2.504011e-04
28700,3.4766005277633667,,2.500506e-04
28800,3.341484785079956,,2.496991e-04
28900,3.4603503942489624,,2.493466e-04
29000,3.6107845306396484,,2.489931e-04
29100,3.4879305958747864,,2.486387e-04
29200,3.2843693494796753,,2.482833e-04
29300,3.4033642411231995,,2.479270e-04
29400,3.5843653678894043,,2.475697e-04
29500,3.403566896915436,,2.472114e-04
29600,3.4527597427368164,,2.468522e-04
29700,3.496978223323822,,2.464921e-04
29800,3.499849259853363,,2.461310e-04
29900,3.575114071369171,,2.457690e-04
30000,3.4988377690315247,,2.454060e-04
30000,3.4988377690315247,35.8792,2.454060e-04
30100,3.5511032938957214,,2.450421e-04
30200,3.432173013687134,,2.446773e-04
30300,3.402145504951477,,2.443116e-04
30400,3.49144846200943,,2.439450e-04
30500,3.4173704981803894,,2.435774e-04
30600,3.6472959518432617,,2.432089e-04
30700,3.350350022315979,,2.428396e-04
30800,3.364719331264496,,2.424693e-04
30900,3.2650911808013916,,2.420981e-04
31000,3.521104395389557,,2.417260e-04
31100,3.335814952850342,,2.413531e-04
31200,3.2974436283111572,,2.409792e-04
31300,3.438354253768921,,2.406045e-04
31400,3.539814054965973,,2.402289e-04
31500,3.4349942803382874,,2.398524e-04
31600,3.4582067728042603,,2.394750e-04
31700,3.389394998550415,,2.390968e-04
31800,3.3676719069480896,,2.387177e-04
31900,3.457831621170044,,2.383377e-04
32000,3.439655363559723,,2.379569e-04
32100,3.4117066264152527,,2.375753e-04
32200,3.389601409435272,,2.371927e-04
32300,3.299881339073181,,2.368094e-04
32400,3.458406925201416,,2.364252e-04
32500,3.4125410318374634,,2.360401e-04
32600,3.5129384994506836,,2.356543e-04
32700,3.3348304629325867,,2.352676e-04
32800,3.559540867805481,,2.348801e-04
32900,3.5129578709602356,,2.344917e-04
33000,3.4341883659362793,,2.341026e-04
33100,3.266254246234894,,2.337126e-04
33200,3.466627776622772,,2.333218e-04
33300,3.3710129261016846,,2.329302e-04
33400,3.3917397260665894,,2.325378e-04
33500,3.3802106976509094,,2.321447e-04
33600,3.3915054202079773,,2.317507e-04
33700,3.5456787943840027,,2.313559e-04
33800,3.465073049068451,,2.309604e-04
33900,3.554994225502014,,2.305640e-04
34000,3.309392273426056,,2.301669e-04
34100,3.406771719455719,,2.297690e-04
34200,3.3353798389434814,,2.293704e-04
